subject_id,psi_spearman_rho
980,-0.22934579590665685
981,-0.35021339331762785
982,-0.16692400676536467
983,-0.1049462068037116
984,-0.1633715714463323
985,-0.10659454573494954
986,5.069849125361143e-05
987,-0.14871302090389463
988,-0.39051423679102715
989,-0.3784830305704922
991,-0.5125879469280623
992,-0.18934651034673422
993,-0.6292970093894018
994,-0.14501155732500845
995,-0.3539774892691728
996,-0.22810685188383634
997,-0.20026953055199959
998,-0.29237130847820925
999,-0.23696248262411299
1000,-0.24493214705664063
1001,-0.4991131233108925
1002,-0.3602078583772393
1003,-0.2007862227463291
1004,-0.2691150232049646
1005,-0.22699122400369462
1006,-0.26006600718288736
1007,-0.049874878756905966
1008,-0.45080461672271166
1009,-0.1695113320033952
1010,-0.2058156144952469
1011,-0.23994190856330583
1012,-0.46727041960332333
1013,-0.3468829950606825
1014,-0.23504819893160891
1015,-0.2632024928193892
1016,-0.18549468480515757
1017,-0.2939514450711873
1018,-0.12213094169928322
1019,-0.35192700137778554
1020,-0.036471973504352814
1021,-0.334411643060846
1022,-0.44219107851287354
1023,-0.26726699965377265
1024,-0.32982498448688513
1025,-0.13622978620220555
1026,-0.5489318400495955
1027,-0.25147467653213423
1028,-0.2815334070956634
1029,-0.12168406515263919
1030,-0.25606117167989195
1031,-0.21693283629070997
1032,-0.3813650935880097
1033,-0.23376428732296656
1034,-0.0669224513982107
1035,-0.20681830694010372
1036,-0.011748293520052069
1037,-0.2257150626109261
1039,-0.4789822862657883
1040,-0.29015054057255074
1041,-0.2883746902067385
1042,-0.505302519505265
1043,-0.011262022631539881
1044,-0.21611396384223772
1045,-0.15725579593402478
1046,-0.2274300135035256
1047,-0.1323020486281338
1048,-0.18316394935699037
1049,-0.3539617807433542
1050,-0.37311697945365624
1051,-0.5748133286504411
1053,-0.19347533883912382
1054,-0.3508919468667322
1055,-0.1761851903173284
1056,-0.15213369727956444
1058,-0.47885491371634303
1059,-0.06648803113945462
1060,-0.44512199292035326
1061,-0.3640043579995527
1062,-0.1760042525613383
1063,-0.5350104488513104
1064,-0.2589827857575256
1065,-0.11788353165677182
1066,-0.18014426130875233
1068,-0.4235066933933381
1069,-0.21482395777840615
1070,-0.2091462779267749
1072,-0.10903135286721043
1073,-0.1929957269617768
1074,-0.20906507470043043
1075,-0.4592601602939869
1076,-0.4567002613749175
1077,-0.2878565257323639
1078,-0.34005055970580206
1079,-0.2878642257015137
1080,-0.4860070191038335
1081,-0.2620456593793897
1082,0.03525204520369017
1083,-0.23387914217187802
1084,-0.06003781657947596
1085,-0.28271882450517244
1086,-0.39796663166175916
1087,-0.1502990564295766
1088,-0.21447581597197682
1090,-0.225063348051862
1091,-0.3134903019845662
1092,-0.025234199384251428
1093,-0.4267866902635541
1094,-0.2699805425423683
1096,-0.23423699151792382
1097,-0.3914481939371
1098,-0.3031029713620815
1099,-0.5294340477787322
1100,-0.4512145877169282
1101,-0.48211548033322515
1102,-0.2115175457246362
1103,0.0026311992495752657
1104,-0.5763920959424055
1105,-0.5286287760651861
1106,-0.19648950490461892
1107,-0.30526832071586646
1108,-0.5047013164623948
1109,-0.13071184367839517
1110,-0.3136809981509568
1111,-0.21688289476860875
1112,-0.14819755861442796
1113,-0.2350311744242977
1114,-0.21509979607392085
1115,-0.3474418748706864
1116,-0.27920258924960406
1117,-0.3621002716456363
1118,-0.34253177604974977
1119,-0.3449388883420571
1120,0.232642303424931
1121,-0.371083808027257
1122,-0.27610461176145934
1123,-0.12425171344576935
1124,-0.3047160979416195
1125,0.026142022278737864
1126,-0.23992385482613487
1127,-0.15942863423373782
1129,-0.24390172580384403
1130,-0.516943968556801
1131,-0.10198760399155997
1132,-0.3483478961920042
1133,-0.28489139234241206
1134,-0.20251614585506786
1135,-0.3902797200002352
1136,-0.2771409979287995
1137,-0.1995670094710961
1138,-0.6587112147323632
1139,-0.37010894437523845
1140,-0.21295668568944476
1141,0.02850907681156321
1142,-0.3937124669338516
1143,-0.19475722462605202
1144,-0.5647191655397729
1145,-0.32874386391547006
1146,-0.27214508009185234
1147,-0.5675473801006227
1148,-0.10764371987804928
1149,-0.2883208236969158
1150,-0.08494431615975181
1151,-0.5504681732711392
1152,-0.14114703739458537
1153,-0.1880511532462319
1154,-0.3685872397565412
1156,-0.2624999740388743
1157,-0.29536969902768795
1158,-0.3378697816203872
1159,-0.08498175661220408
1160,-0.40631899484380685
1161,-0.48483602403047693
1162,-0.4814176291762774
1163,-0.5522516560751681
1164,-0.1785214915195954
1166,-0.3470945078881006
1167,-0.06560403725936158
1168,-0.49505904063849243
1169,-0.3865857734159415
1170,-0.23149259332224928
1171,-0.15128323582032935
1172,-0.42597850248787783
1173,-0.42577426894776244
1174,-0.14119248041374963
1175,-0.1926033610245885
1176,-0.549578042424396
1177,-0.43774618540151194
1178,-0.3640875543986426
1179,-0.44602008184701747
1180,-0.3959124554213856
1181,-0.22308785740602777
1182,-0.3234255212374189
1183,-0.37302696496173593
1184,-0.43854297139393167
1185,-0.27070188599063666
1186,-0.4253521980156061
1188,-0.2900718268302753
1190,-6.220029590277159e-05
1191,-0.5181354646247444
1192,-0.25808551144180936
1193,-0.3191649627172433
1194,-0.09572972919260075
1195,0.05359895323198813
1196,-0.31789450309035905
1197,-0.15443366305940437
1198,-0.4491464018465529
1199,-0.43485463843789535
1200,-0.34733061580336694
1202,-0.36274744768104866
1203,-0.21188864666754512
1204,-0.17127980664765277
1205,-0.3317519777858529
1206,-0.2661467768990535
1207,-0.3265541642503504
1208,-0.35959044403277507
1209,-0.3834581334853325
1210,-0.39231503070854884
1211,-0.2835949464782372
1212,-0.3382581197091516
1213,-0.37334731074256317
1214,-0.2015518564252067
1215,-0.30519518970081017
